kuchnia,rynek,balkon,liczba_pieter_budynku,rok_budowy,miasto,liczba_pokoi,wykonczenie,ulica,pietro,rodzaj_zabudowy,powierzchnia,dzielnica,forma-wlasnosci,adres,serwis,material_budynku,oferta,ogrzewanie,winda,czynsz,typ_ogrzewania,dodatkowe_informacje,ulica_i_nr
-1,-1,-1,4,1970,-1,2,-1,-1,4,-1,32.0,-1,-1,"Gdańsk, Przymorze",trojmiasto,-1,-1,-1,-1,-1,-1,"Piwnica, Internet",-1
-1,pierwotny,tak ,2,2021,Gdynia,3,-1,cyprysowa,2 / 2 ,apartamentowiec,89.1,orłowo,-1,"gdynia, orłowo, cyprysowa",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
aneks,wtórny,-1,4,2019,Gdańsk,2,do wykończenia,diany,parter / 4 ,niski blok,40.75,osowa,-1,"gdańsk, osowa, diany",morizon,-1,-1,-1,-1,-1,-1,-1,-1
aneks,wtórny,tak ,3,2007,Gdańsk,3,wysoki standard,jana kielasa,1 / 3 ,niski blok,65.0,łostowice,własność,"gdańsk, łostowice, jana kielasa",morizon,ytong,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2019,-1,2,-1,-1,3,-1,43.72,-1,-1,"Gdańsk, Chełm, Niepo, Łomicka",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Winda, Miejsce parkingowe, Internet, Aneks kuchenny, Kablówka, Komórka lokatorska",-1
aneks,pierwotny,tak ,4,2019,Gdynia,3,-1,rdestowa,3 / 4 ,blok,64.64,dąbrowa,własność,"gdynia, dąbrowa, rdestowa",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,3,2016,Gdańsk,3,dozamieszkania,-1,3,blok,52.7,-1,-1,"Gdańsk, Piecki-Migowo, Morena",otodom,-1,Oferta biura nieruchomości,miejskie,1,450.0,-1,-1,-1
-1,-1,-1,19,2017,-1,2,-1,-1,16,-1,45.43,-1,-1,"Gdańsk, Przymorze, Obrońców, Wybrzeża",trojmiasto,-1,-1,-1,-1,-1,-1,Balkon,-1
-1,-1,-1,3,2015,-1,3,-1,-1,1,-1,89.23,-1,-1,"Sopot, Wyścigi, Karlikowo, Łokietka, Władysława",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Garaż, Winda, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
brak,pierwotny,-1,3,2020,Gdynia,2,-1,-1,0,blok,36.4,-1,-1,"Gdynia, Oksywie, Nasypowa",otodom,pustak,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,17,2019,Gdańsk,3,-1,-1,5,apartamentowiec,57.5,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,2,1960,Gdańsk,4,doremontu,-1,1,-1,66.0,-1,-1,"Gdańsk, Wrzeszcz",otodom,-1,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,3,2012,-1,2,-1,-1,1,-1,48.2,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
-1,wtórny,-1,5,2008,Gdańsk,4,-1,morenowe wzgórze,5 / 5 ,blok mieszkalny,84.0,morena,-1,"gdańsk, morena, morenowe wzgórze",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1978,-1,2,-1,-1,2,-1,38.0,-1,-1,"Gdańskprzymorze, Jagiellońska",trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,-1,-1,10,1980,-1,6,-1,-1,4,-1,72.8,-1,-1,"Gdańsk, Morena, Amundsena",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Siła, Piwnica, Internet, Aneks kuchenny",-1
-1,wtórny,tak ,10,1986,Gdańsk,2,-1,pomorska,6 / 10 ,-1,38.0,żabianka,-1,"gdańsk, żabianka, pomorska",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1978,-1,4,-1,-1,1,-1,77.0,-1,-1,"Gdańsk, Morena, Warneńska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica",-1
brak,pierwotny,-1,2,2020,Gdańsk,2,dowykończenia,-1,1,apartamentowiec,45.72,-1,-1,"Gdańsk, Piecki-Migowo, Piecki, Migowska",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
w aneksie,-1,-1,4,2015,Gdańsk,2,-1,-1,0,blok,39.91,jasień,-1,"Gdańsk,Jasień,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,2010,Gdańsk,5,-1,-1,1,blok,144.6,zakoniczyn,-1,"Gdańsk,Zakoniczyn,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1980,-1,3,-1,-1,3,-1,51.45,-1,-1,"Gdynia, Witomino, Widna",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
brak,wtórny,-1,2,1908,Gdańsk,3,dozamieszkania,-1,2,-1,88.0,-1,-1,"Gdańsk, Wrzeszcz, gen. Józefa Fiszera",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
aneks,wtórny,-1,4,1966,Gdańsk,2,do remontu,al. gen. józefa hallera,4 / 4 ,blok,26.86,brzeźno,własność,"gdańsk, brzeźno, al. gen. józefa hallera",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,8,2020,Gdynia,2,dowykończenia,-1,4,apartamentowiec,50.88,-1,-1,"Gdynia, pomorskie",otodom,cegła,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,10,1978,-1,3,-1,-1,4,-1,59.5,-1,-1,"Gdynia, Obłuże, Płk, Stanisława, Dąbka",trojmiasto,-1,-1,-1,-1,-1,-1,Piwnica,-1
-1,pierwotny,-1,17,2021,Gdańsk,4,-1,"morena,",8 / 17 ,-1,70.36,piecki-migowo,-1,"gdańsk, piecki-migowo, morena, ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1980,-1,3,-1,-1,4,-1,64.0,-1,-1,"Gdańsk, Zaspa, Burzyńskiego",trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,-1,-1,17,2019,-1,2,-1,-1,15,-1,63.0,-1,-1,"Gdańsk, Śródmieście, Wałowa",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Winda, Woda, Miejsce parkingowe, Internet",-1
brak,wtórny,-1,1,2000,Gdańsk,4,doremontu,-1,1,blok,100.0,-1,-1,"Gdańsk, Matarnia, Elewów",otodom,cegła,Oferta biura nieruchomości,miejskie,0,850.0,-1,-1,-1
-1,-1,-1,3,1998,-1,5,-1,-1,3,-1,91.9,-1,-1,"Gdynia, Wielki, Kack, Lipowa",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Winda, Gaz, Woda, Kanalizacja, Miejsce parkingowe",-1
-1,-1,-1,3,2012,-1,2,-1,-1,1,-1,48.2,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Miejsce parkingowe",-1
-1,-1,-1,3,2009,-1,3,-1,-1,1,-1,68.0,-1,-1,"Gdańsk, Maćkowy, Starogardzka",trojmiasto,-1,-1,-1,-1,-1,Centralne,"Balkon, Piwnica, Miejsce parkingowe, Internet, Kuchnia, Dwupoziomowe, Kablówka, Rowerownia, Osiedle zamknięte",-1
-1,pierwotny,-1,3,2020,Gdańsk,3,deweloperski,chełm,parter / 3 ,apartamentowiec,55.0,gdańsk,-1,"gdańsk, gdańsk, chełm ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
oddzielna,-1,-1,4,1976,Gdańsk,2,do remontu,-1,0,blok,30.7,żabianka,-1,"Gdańsk,Żabianka,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1980,-1,3,-1,-1,4,-1,63.4,-1,-1,"Gdańsk, Zaspa, Stanisława, Skarżyńskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Piwnica, Internet","80-531 gdańsk, sucha 15 (wrzeszcz)"
-1,-1,-1,10,1990,-1,1,-1,-1,4,-1,31.0,-1,-1,"Gdańsk, Suchanino, Paderewskiego",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Piwnica, Internet, Aneks kuchenny","80-766 gdańsk, henryka hubertusa jabłońskiego 26/9"
-1,-1,-1,11,1980,-1,2,-1,-1,10,-1,33.0,-1,-1,"Gdańsk, Suchanino, Ignacego, Paderewskiego",trojmiasto,-1,-1,-1,-1,-1,-1,Winda,"80-833 gdańsk, mariacka 21-22/3"
-1,-1,-1,5,2019,-1,2,-1,-1,1,-1,40.89,-1,-1,"Gdańsk, Śródmieście, Rajska",trojmiasto,-1,-1,-1,-1,-1,-1,"Winda, Ogródek, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
-1,-1,-1,3,2016,Gdynia,2,-1,-1,0,blok,41.0,chwarzno-wiczlino,-1,"Gdynia,Chwarzno-Wiczlino,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1930,-1,3,-1,-1,2,-1,93.1,-1,-1,"Gdańsk, Długie, Ogrody, Jana, Dziewanowskiego",trojmiasto,-1,-1,-1,-1,-1,Inne,"Balkon, Gaz, Piwnica, Internet","80-254 gdańsk, partyzantów 8/107 (budynek quattro towers pierwsze piętro)"
brak,wtórny,-1,10,1990,Gdańsk,2,dozamieszkania,-1,5,blok,44.41,-1,-1,"Gdańsk, Piecki-Migowo, Morena, Piecewska",otodom,wielka płyta,Oferta biura nieruchomości,-1,1,-1,-1,-1,-1
-1,-1,-1,4,1950,-1,1,-1,-1,Parter,-1,28.0,-1,-1,"Gdańsk, Śródmieście, Mariacka",trojmiasto,-1,-1,-1,-1,-1,Elektryczne,"Siła, Miejsce parkingowe, Internet, Kuchnia",-1
brak,wtórny,-1,4,2013,Gdynia,4,dozamieszkania,-1,3,-1,85.0,-1,-1,"Gdynia, Obłuże, Boisko",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,4,1983,-1,3,-1,-1,Parter,-1,64.0,-1,-1,"Gdynia, Karwiny, Jarosława, Iwaszkiewicza",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica",-1
-1,-1,-1,10,2007,-1,3,-1,-1,8,-1,70.5,-1,-1,"Gdynia, Redłowo, Kaczewska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Woda, Kanalizacja, Miejsce parkingowe, Internet",-1
-1,-1,-1,6,2010,-1,3,-1,-1,5,-1,72.5,-1,-1,"Gdynia, Obłuże, Jantarowa",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Winda, Taras, Piwnica, Miejsce parkingowe, Internet, Aneks kuchenny, Kablówka",-1
-1,wtórny,tak ,10,1972,Gdańsk,3,-1,bydgoska,10 / 10 ,wieżowiec,49.0,przymorze,-1,"gdańsk, przymorze, bydgoska",morizon,inne,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1982,-1,1,-1,-1,3,-1,25.0,-1,-1,"Sopot, Górny, Sopot23, Marca",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,-1,-1
z oknem,wtórny,-1,10,1980,Gdańsk,2,normalny,leszczyńskich,2 / 10 ,blok mieszkalny,48.0,zaspa,spółdzielcza własnościowa bez kw,"gdańsk, zaspa, leszczyńskich",morizon,wielka płyta,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,1910,-1,4,-1,-1,Parter,-1,60.0,-1,-1,"Sopot, Dolny, Sopot, Bohaterów, Monte, Cassino",trojmiasto,-1,-1,-1,-1,-1,Gazowe,Ogródek,-1
-1,wtórny,tak ,4,2012,Gdańsk,2,-1,czarny dwór,1 / 4 ,apartamentowiec,50.43,przymorze,-1,"gdańsk, przymorze, czarny dwór",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1902,-1,2,-1,-1,Parter,-1,46.56,-1,-1,"Gdańsk, Stare, Przedmieście, Toruńska",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,3,2005,Gdynia,4,dozamieszkania,-1,3,-1,83.4,-1,-1,"Gdynia, Chwarzno-Wiczlino, Jana Kamrowskiego",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,5,2008,Gdańsk,2,-1,-1,2,-1,54.7,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,-1,-1,Rzeczypospolitej 8/205
-1,pierwotny,-1,4,2020,Gdańsk,4,deweloperski,łostowice,2 / 4 ,blok,67.62,gdańsk,-1,"gdańsk, gdańsk, łostowice ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,4,1970,Gdańsk,2,-1,tysiąclecia,4 / 4 ,blok mieszkalny,32.0,przymorze,-1,"gdańsk, przymorze, tysiąclecia",morizon,konstrukcja żelbetowa,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,2,2019,Gdańsk,3,-1,opata jacka rybińskiego,2 / 2 ,kamienica,60.73,oliwa,-1,"gdańsk, oliwa, opata jacka rybińskiego",morizon,pustak,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,tak ,5,2017,Gdańsk,3,-1,przytulna,2 / 5 ,-1,75.0,kiełpinek,-1,"gdańsk, kiełpinek, przytulna",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2019,-1,2,-1,-1,Parter,-1,48.2,-1,-1,"Gdańsk, Brzeźno, Nadmorski, Dwór",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Garaż, Winda, Piwnica, Miejsce parkingowe, Kuchnia",-1
-1,pierwotny,-1,17,2021,Gdańsk,1,-1,"morena,",11 / 17 ,-1,47.99,piecki-migowo,-1,"gdańsk, piecki-migowo, morena, ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,tak ,2,1940,Gdańsk,3,-1,jana husa,2 / 2 ,kamienica,76.0,oliwa,-1,"gdańsk, oliwa, jana husa",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,3,2021,Gdynia,5,dowykończenia,-1,3,apartamentowiec,91.7,-1,-1,"Gdynia, Mały Kack, ul. Fizylierów",otodom,silikat,Oferta dewelopera,miejskie,1,-1,-1,-1,-1
-1,-1,-1,11,1970,-1,2,-1,-1,10,-1,42.0,-1,-1,"Gdynia, Grabówek, Maurycego, Beniowskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Woda, Kanalizacja, Miejsce parkingowe",-1
-1,-1,-1,9,1980,-1,3,-1,-1,1,-1,60.0,-1,-1,"Gdynia, Obłuże, Płk, Dąbka",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Winda, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,wtórny,-1,5,2011,Gdańsk,3,dozamieszkania,-1,1,blok,52.0,-1,-1,"Gdańsk, Wrzeszcz, ul. Do Studzienki",otodom,beton,Oferta prywatna,miejskie,1,450.0,-1,-1,-1
-1,-1,-1,8,2019,-1,3,-1,-1,1,-1,57.96,-1,-1,"Gdańsk, Wrzeszcz, Grudziądzka",trojmiasto,-1,-1,-1,-1,-1,-1,Winda,-1
oddzielna,-1,-1,4,2007,Gdańsk,2,-1,-1,0,blok,41.0,zakoniczyn,-1,"Gdańsk,Zakoniczyn,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2021,-1,3,-1,-1,Parter,-1,62.44,-1,-1,"Gdynia, Orłowo, Wrocławska",trojmiasto,-1,-1,-1,-1,-1,Co własne,"Winda, Piwnica, Miejsce parkingowe",-1
aneks,wtórny,tak ,4,2014,Gdańsk,3,wysoki standard,konrada guderskiego,1 / 4 ,blok,58.03,ujeścisko,własność,"gdańsk, ujeścisko, konrada guderskiego",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,1,1930,Gdańsk,3,dozamieszkania,-1,1,-1,102.0,-1,-1,"Gdańsk, Siedlce, Ojcowska",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
-1,-1,-1,3,2000,-1,2,-1,-1,Parter,-1,66.0,-1,-1,"Gdańsk, Karczemki, Storczykowa",trojmiasto,-1,-1,-1,-1,-1,Gazowe,Piwnica,-1
-1,-1,-1,3,1911,-1,4,-1,-1,2,-1,91.6,-1,-1,"Sopot, Dolny, Sopot, Artura, Grottgera",trojmiasto,-1,-1,-1,-1,-1,-1,"Balkon, Piwnica, Miejsce parkingowe",-1
brak,wtórny,-1,6,2017,Gdańsk,2,dozamieszkania,-1,3,apartamentowiec,42.0,-1,-1,"Gdańsk, Śródmieście",otodom,-1,Oferta biura nieruchomości,miejskie,1,400.0,-1,-1,-1
-1,pierwotny,tak ,2,2018,Gdańsk,4,-1,-1,2 / 2 ,apartamentowiec,74.12,siedlce,-1,"gdańsk, siedlce, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2019,-1,4,-1,-1,Parter,-1,61.52,-1,-1,"Gdańsk, Morena, Dolne, Migowo",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Garaż, Winda, Siła, Internet, Aneks kuchenny",-1
brak,pierwotny,-1,3,2020,Gdynia,3,dowykończenia,-1,2,blok,32.59,-1,-1,"Gdynia, pomorskie",otodom,cegła,Oferta biura nieruchomości,miejskie,0,-1,-1,-1,-1
-1,-1,-1,4,2009,-1,2,-1,-1,4,-1,71.0,-1,-1,"Gdańsk, Śródmieście, Targ, Rybny",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Garaż, Winda, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,-1,-1,2,1930,-1,4,-1,-1,Parter,-1,106.0,-1,-1,"Sopot, Dolny, Sopot, Jana, Sobieskiego",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2019,-1,2,-1,-1,1,-1,52.2,-1,-1,"Gdynia, Działki, Leśne, Kielecka",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Garaż, Winda, Taras, Piwnica, Internet",-1
-1,-1,-1,4,2017,-1,2,-1,-1,1,-1,33.0,-1,-1,Gdańsk,trojmiasto,-1,-1,-1,-1,-1,Miejskie,-1,-1
-1,wtórny,-1,7,2019,Gdańsk,3,-1,-1,1 / 7 ,apartamentowiec,61.93,chmielna,-1,"gdańsk, chmielna, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,wtórny,-1,4,2020,Gdańsk,2,dowykończenia,-1,1,blok,56.0,-1,-1,"Gdańsk, Osowa",otodom,-1,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
-1,-1,-1,5,2010,-1,2,-1,-1,3,-1,46.44,-1,-1,"Gdańsk, Szadółki, Jabłoniowa",trojmiasto,-1,-1,-1,-1,-1,-1,Garaż,-1
-1,-1,-1,4,1965,-1,2,-1,-1,3,-1,48.0,-1,-1,"Gdańsk, Wrzeszcz, Stanisława, Wyspiańskiego",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Siła, Piwnica, Miejsce parkingowe, Internet, Kuchnia",-1
-1,-1,-1,4,2018,-1,2,-1,-1,3,-1,45.5,-1,-1,"Gdańsk, Śródmieście, Panieńska",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Garaż, Winda, Miejsce parkingowe, Internet, Kuchnia",-1
w aneksie,-1,-1,5,2010,Gdańsk,2,-1,-1,4,apartamentowiec,72.4,pomorskie,-1,"Gdańsk,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2019,-1,3,-1,-1,6,-1,58.5,-1,-1,"Gdańsk, Letnica, Starowiejska",trojmiasto,-1,-1,-1,-1,-1,Miejskie,"Balkon, Winda, Miejsce parkingowe, Internet, Recepcja, Ochrona","80-244 gdańsk, al. grunwaldzka 99/101"
aneks,wtórny,tak ,3,2019,Gdańsk,2,bardzo wysoki standard,-1,3 / 3 ,niski blok,44.0,-1,własność,"gdańsk, -1, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,1991,-1,4,-1,-1,4,-1,115.0,-1,-1,"Gdańsk, Siedlce",trojmiasto,-1,-1,-1,-1,-1,C. o. z sieci miejskiej,"Woda, Kanalizacja, Siła, Piwnica, Kuchnia","80-894 gdańsk, garncarska 33"
-1,-1,-1,2,1950,Gdańsk,2,do remontu,-1,2,blok,39.5,wrzeszczgórny,-1,"Gdańsk,WrzeszczGórny,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,6,1955,Gdynia,2,dozamieszkania,-1,1,blok,35.7,-1,-1,"Gdynia, Śródmieście, ul. Stefana Żeromskiego",otodom,cegła,Oferta prywatna,miejskie,1,570.0,-1,-1,-1
-1,-1,-1,5,2019,Gdańsk,2,-1,-1,0,apartamentowiec,48.71,wrzeszcz,-1,"Gdańsk,Wrzeszcz,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
oddzielna,-1,-1,10,1971,Sopot,3,do odświeżenia,-1,0,-1,53.1,górny,-1,"Sopot,GÓRNY,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
w aneksie,-1,-1,5,2018,Gdańsk,4,-1,-1,3,apartamentowiec,117.7,staremiasto,-1,"Gdańsk,StareMiasto,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2012,-1,3,-1,-1,1,-1,59.7,-1,-1,"Gdańsk, Śródmieście, Tandeta",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Miejsce parkingowe",-1
-1,wtórny,-1,1,1915,Gdańsk,2,dozamieszkania,-1,1,kamienica,40.7,-1,-1,"Gdańsk, Wrzeszcz, ul. Lwowska",otodom,cegła,Oferta biura nieruchomości,gazowe,0,318.0,-1,-1,-1
-1,-1,-1,5,1950,-1,2,-1,-1,4,-1,61.0,-1,-1,"Gdynia, Śródmieście, Żwirki, Wigury",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Piwnica, Kuchnia",-1
brak,wtórny,-1,-1,1966,Gdańsk,2,-1,-1,2,kamienica,40.0,-1,-1,"Gdańsk, Śródmieście",otodom,-1,Oferta biura nieruchomości,-1,0,-1,-1,-1,-1
brak,wtórny,-1,1,1970,Gdynia,3,dozamieszkania,-1,0,kamienica,63.0,-1,-1,"Gdynia, Obłuże, Tucholska",otodom,cegła,Oferta biura nieruchomości,elektryczne,0,-1,-1,-1,-1
-1,-1,-1,10,1973,-1,1,-1,-1,10,-1,33.29,-1,-1,"Gdańsk, Wrzeszcz, Jana, Ostroroga",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Winda, Piwnica, Internet, Kuchnia",-1
-1,wtórny,-1,2,1936,Gdynia,3,wysoki standard,"redłowo,",parter / 2 ,-1,76.0,gdynia,własność,"gdynia, gdynia, redłowo, ",morizon,cegła,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,2009,-1,2,-1,-1,1,-1,52.24,-1,-1,"Gdańsk, Morena, Myśliwska",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Balkon, Woda, Kanalizacja, Piwnica, Miejsce parkingowe",-1
-1,-1,-1,2,2006,-1,3,-1,-1,Parter,-1,69.87,-1,-1,"Gdańsk, Zakoniczyn, Stanisława, Dąbka",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Ogródek, Woda, Miejsce parkingowe",-1
-1,-1,-1,5,1996,Gdańsk,4,-1,-1,5,blok,114.0,siedlce,-1,"Gdańsk,Siedlce,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,pierwotny,-1,4,2020,Sopot,3,-1,-1,parter / 4 ,-1,68.44,górny,-1,"sopot, górny, -1",morizon,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1960,-1,2,-1,-1,2,-1,39.83,-1,-1,"Sopot, Dolny, Sopot, Kazimierza, Wielkiego",trojmiasto,-1,-1,-1,-1,-1,Gazowe,"Balkon, Piwnica, Miejsce parkingowe, Internet",-1
-1,-1,-1,4,1998,-1,3,-1,-1,Parter,-1,65.4,-1,-1,"Gdańsk, Orunia, Górna, Iii, Brygady, Szczerbca",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Piwnica, Miejsce parkingowe, Internet",-1
-1,-1,-1,4,1993,-1,3,-1,-1,Parter,-1,65.0,-1,-1,"Gdańsk, Orunia, Górna, Platynowa",trojmiasto,-1,-1,-1,-1,-1,C. o. miejskie,"Balkon, Piwnica, Internet, Kuchnia, Kablówka",-1
-1,-1,-1,9,1970,-1,2,-1,-1,1,-1,55.12,-1,-1,"Gdańsk, Długie, Ogrody, Mostek",trojmiasto,-1,-1,-1,-1,-1,Co miejskie,"Winda, Gaz, Woda, Kanalizacja, Piwnica, Miejsce parkingowe, Internet",-1
-1,-1,-1,3,1952,-1,2,-1,-1,2,-1,53.0,-1,-1,"Gdańsk, Aniołki, Teofila, Aleksandra, Lenartowicza",trojmiasto,-1,-1,-1,-1,-1,-1,"Piwnica, Kuchnia",-1
-1,-1,-1,6,2019,-1,3,-1,-1,6,-1,67.27,-1,-1,"Gdańsk, Przymorze, Lęborska",trojmiasto,-1,-1,-1,-1,-1,-1,Miejsce parkingowe,-1
-1,-1,-1,10,1975,-1,2,-1,-1,7,-1,33.0,-1,-1,"Gdańsk, Długie, Ogrody, Długie, Ogrody, 24",trojmiasto,-1,-1,-1,-1,-1,Centralne,"Balkon, Winda, Piwnica, Miejsce parkingowe, Internet, Kablówka, Podjazd dla niepełnosprawnych",-1
-1,-1,-1,10,1980,Gdańsk,1,-1,-1,9,blok,27.0,żabianka,-1,"Gdańsk,Żabianka,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,10,1962,-1,1,-1,-1,1,-1,25.0,-1,-1,"Gdańsk, Śródmieście",trojmiasto,-1,-1,-1,-1,-1,-1,-1,-1
-1,wtórny,-1,4,2015,Gdańsk,2,bardzo dobry,śródmieście,1 / 4 ,apartamentowiec,55.0,gdańsk,-1,"gdańsk, gdańsk, śródmieście ",morizon,-1,-1,-1,-1,-1,-1,-1,-1
brak,pierwotny,-1,7,2020,Gdańsk,2,dozamieszkania,-1,4,apartamentowiec,38.0,-1,-1,"Gdańsk, Wrzeszcz, Zajezdnia Wrzeszcz Hallera 132",otodom,inne,Oferta prywatna,miejskie,1,-1,-1,-1,-1
brak,wtórny,-1,4,2011,Gdynia,4,dozamieszkania,-1,2,blok,85.2,-1,-1,"Gdynia, Obłuże, Jantarowa",otodom,pustak,Oferta biura nieruchomości,miejskie,1,-1,-1,-1,-1
półotwarta ,wtórny,nie ,12,2019,Gdańsk,3,-1,czarny dwór,2 / 12 ,-1,64.57,brzeźno,własność,"gdańsk, brzeźno, czarny dwór",morizon,-1,-1,-1,-1,-1,-1,-1,-1
w aneksie,-1,-1,4,2011,Gdańsk,2,-1,-1,2,apartamentowiec,43.6,śródmieście,-1,"Gdańsk,Śródmieście,pomorskie",gratka,-1,-1,-1,-1,-1,-1,-1,-1
